Age,Income,Spending_Score
26,51388.26879635442,52
23,75952.05699999508,45
33,40261.49351662695,37
46,42395.596183553454,42
20,34793.71417312813,44
37,76980.21826553106,81
53,57895.260638374646,38
36,33727.69707841867,99
43,77076.17124618137,94
20,48889.15676849129,6
36,42566.4384232623,68
37,56086.42882246096,51
49,89574.47218935782,35
24,52100.75607006859,58
69,71506.7772823117,57
58,74541.60040901908,73
50,68865.46596012812,6
57,85421.43299348524,13
56,45857.679907354424,59
35,39133.30313899327,86
57,38740.6668795001,92
18,57110.631694004136,30
28,41059.066843189416,2
45,62950.81823730657,58
42,61539.76839449786,36
67,80371.46606372081,72
40,,45
48,,9
47,,65
59,39396.11960204119,77
52,,50
24,66388.02467191161,79
33,62586.35196300253,32
43,68301.30189871968,98
65,47119.079685744175,43
69,83040.62805619033,95
66,96443.37898791413,78
19,27946.477102828114,54
18,35688.04008091503,47
65,60861.66016048771,14
29,54868.980388942524,48
22,,55
54,,29
49,87850.90507451915,47
26,19017.522270928,63
58,76283.38966664704,19
52,45689.66361483358,91
36,45369.148607606854,9
65,55032.83947175752,37
33,31508.32720537816,92
20,68855.71050643706,52
37,63814.2993343359,57
41,65323.84496374541,88
50,77740.62044265812,28
41,90295.64092388308,36
69,52725.77901824906,64
28,69547.01279472947,18
66,65859.76416669959,89
25,67552.2901265788,35
53,67851.95328931967,68
55,91810.06689129678,78
57,50806.462630214126,39
37,29485.281935926356,90
52,46042.52462768226,8
65,75145.3386707081,88
42,60466.59017294354,80
52,50648.01319010008,84
42,38470.05463180716,15
46,64425.72243461065,7
35,72890.12550547619,17
63,66117.44110192056,86
35,54933.39337690108,86
19,62932.82568594925,64
52,62816.859331148306,12
33,63793.93862435325,82
58,36313.900979617596,56
53,63946.527012297556,46
50,51188.07063067611,47
21,80812.37212019518,79
50,62658.37283500548,16
31,76709.58443645784,69
38,53964.37225900496,2
65,54685.72324777083,92
37,89885.02492512664,54
25,68726.70376831017,27
24,45709.70935188523,31
20,77939.48877240949,41
34,49333.905331442584,36
50,64513.96275623046,47
65,96733.4926171881,43
29,31374.352247238916,65
68,56484.36156466927,50
39,68165.43281804062,93
39,75293.96669329348,1
63,35175.321852782545,72
47,29284.19462849964,57
55,81814.98703980852,16
55,45591.70286392325,28
62,44754.3498400537,86
68,91004.99345544333,82
25,61394.04629463645,22
44,61524.76455363148,41
44,56404.011096969356,76
51,35520.3586651366,19
38,73513.93898788776,89
47,68189.01043851247,50
50,63373.82650678865,59
45,57673.53921447484,69
64,54153.607013234265,34
50,78249.6677909483,39
22,57174.1387358781,74
65,58718.779229322216,7
36,70597.86309767546,52
21,64159.21861360772,60
52,92845.52115080877,52
66,24772.664450533914,79
34,65998.14876734526,24
61,45887.88439055662,26
45,41158.26930490141,90
47,50858.71587911305,90
46,61093.58816963523,10
63,,17
23,,78
52,49178.32340644361,2
58,65624.43102952918,77
54,42461.39098432691,27
41,37704.3219056697,73
46,14877.35385014111,71
66,46736.13103249283,48
63,37007.41602098373,74
48,40321.342337798844,9
52,54563.593934406934,86
50,48003.42246914204,23
69,36675.24212281388,71
38,17683.16869533546,73
49,66046.22610295285,27
40,75056.54427616946,88
50,52065.100420112525,93
20,54684.486070914456,81
35,60056.21031372246,84
42,91575.67153224503,71
59,28645.844123484578,43
48,51710.20548254861,7
20,25560.54071734561,92
57,67246.36917471117,83
63,57120.83212423977,63
41,64059.842258721554,84
67,63062.45125182153,44
49,,39
64,70762.65929136932,40
39,76610.15915320175,7
40,38689.306202061125,70
19,83863.4172995029,25
44,45552.74521022001,59
59,46702.60914752039,13
19,65416.851547059894,86
43,66038.36526098552,81
34,38562.86395535043,86
57,56534.41416452206,98
50,89764.70633738952,62
26,30633.2687693181,8
60,89704.38482025452,45
65,55166.0309716702,18
56,13244.903331296933,88
46,32665.365330341872,60
59,40730.44924529613,60
43,47521.413984345156,2
52,57905.73482749324,66
67,5930.397404768562,91
42,63736.08784955307,14
41,38898.189833502314,48
30,87810.45143202117,56
24,54596.46558512051,12
53,78856.9234346546,96
62,82206.97959828586,92
37,81665.46486932434,55
18,48671.86514075029,28
25,48415.99684557352,89
63,55500.5340142337,4
33,72724.74750757852,90
31,49786.09460491675,36
29,57614.75052819504,50
68,65471.876326788995,3
40,41902.16147904267,1
32,40637.83423341764,17
45,56834.72237192019,71
51,59483.57629903283,62
19,68677.70960003286,48
49,73437.73149903111,62
40,38018.74358856703,69
39,43758.3013611287,19
68,40584.954248737966,34
42,88248.94803182843,99
39,,49
39,60322.58590490042,80
66,61155.48728027026,47
69,45686.59972564722,91
59,91285.39037892061,50
23,,89
32,60791.81059555898,26
60,37894.87157698868,56
54,36761.350166875105,78
50,53821.849367884635,14
25,46000.1641285634,78
61,38651.11308906897,25
61,52580.839608568895,4
22,55671.439434482214,79
56,62835.7084092054,32
21,49921.61057251474,82
23,39847.98610679938,78
62,40541.58228017506,65
49,84259.45458452376,61
69,34964.84627276515,20
47,67263.6459658254,74
64,70390.92659548792,10
52,57574.49048328662,88
57,95356.58116810358,34
69,70034.37986055398,61
33,96858.060966093,92
30,46978.719961702554,27
67,47321.09180213163,40
59,70550.74317360029,65
47,54770.68725361594,33
36,93713.30849784035,68
34,66834.00767261874,71
36,39108.51560286569,9
45,25263.671829119485,16
43,58435.22815313471,5
54,58217.53740933533,98
43,66275.31846616775,23
40,84213.81147511805,43
26,81582.26607987855,89
29,48421.979353271345,57
18,34123.61196391157,51
18,35317.57729981859,13
64,45263.96589357243,24
51,52665.369039219615,11
49,66101.24277930334,52
65,43980.64806208041,17
42,65607.83942226629,37
57,67240.80291718103,13
62,62866.877651917785,62
18,37427.5400597461,91
33,69356.53450471917,84
56,101625.39257533447,97
22,64917.936538258095,96
39,938.4979869746094,8
46,84817.59144093806,56
20,45945.044466012274,93
29,105314.25380991385,83
43,62327.269027319206,70
33,26305.986120283487,44
68,18706.050200824953,60
54,90794.81525351758,41
39,82118.09971834545,21
46,104520.3777153338,86
31,60218.489711471106,42
45,58869.40233240639,74
22,52345.62415682885,74
64,46834.195174815584,29
66,52151.40891084369,80
47,64349.26664648059,65
63,43121.98426175796,17
69,26614.213062520328,30
22,63197.53268028355,26
29,42676.08802613136,53
33,-4788.754498801383,19
43,71051.34781314022,53
43,37838.81923765944,85
65,73235.7890938147,17
38,72756.96213031963,46
56,65671.80023045666,85
53,109936.35680712992,53
50,57238.96300055245,64
47,54287.20865002823,45
54,73673.44842833834,49
40,58891.052757724145,19
27,83209.87074788018,71
22,34623.88184848956,81
53,34956.511050713205,65
51,75316.18982652435,37
69,36703.781213227936,70
48,72181.97212885428,26
27,67400.05692420731,2
36,46110.23427944673,59
49,67343.40320466868,96
18,35308.15108431521,5
22,40002.001474725985,37
62,55256.24523175868,31
21,61578.55638144442,76
33,53927.22926024284,99
41,68662.31927746221,94
33,67769.32830096582,48
19,90587.3361669629,6
66,58094.29305709991,15
45,83891.26862368257,15
49,78414.51025787786,61
44,105879.54566586297,16
37,57454.83960195451,20
41,51592.82557094024,77
29,85153.88444487465,44
67,67708.65143482524,42
52,85633.18433567799,46
50,74335.97595979,95
50,17864.758172010086,34
68,67526.43554062366,64
60,66224.3179590298,29
54,62662.13804927926,3
29,57355.13891753234,9
20,28157.12944411344,75
18,77483.53834476646,75
50,67475.3685618699,25
57,82039.13394794849,86
27,29224.88951449494,42
60,70142.68979090537,46
61,55306.81324906874,73
46,62875.76019851059,84
30,55536.80731638218,59
29,70872.1585496026,21
48,56742.537580168406,74
63,38961.70149888622,22
19,61728.508375723824,29
68,55716.50925728999,63
67,58332.12757742233,73
52,-3756.2295208028663,61
40,73652.7216713741,64
34,53706.72765306438,69
43,33036.92851963469,40
25,78451.27033696284,75
46,72727.3145550586,1
43,53453.59607450287,65
27,36956.61240959962,62
43,63560.61469358745,54
51,,60
68,78486.68565983564,46
58,51125.28970279019,5
24,83898.44269729992,22
21,49194.93993328465,90
67,33083.36430915156,53
62,37354.34489045438,70
28,58751.76921728769,32
46,58689.70981882535,11
53,66557.22281501551,10
42,58192.51937763117,39
38,,98
53,54778.118030748476,31
27,20074.47470257168,12
54,57578.066230684126,80
26,19864.426244670372,38
41,65427.81961995395,67
52,81143.85997969832,66
66,40275.51027434961,52
52,88371.133727837,5
65,76856.62489456862,11
53,84129.60310830109,25
35,63791.27712869262,35
66,40144.696484963584,35
56,75616.30855628275,22
49,47507.9818646332,37
41,62357.690122067106,86
40,56572.98014392763,55
49,82493.91713593793,75
54,74606.54011846658,96
29,58388.68403375259,99
66,20967.856129196945,95
30,47295.45066941598,72
40,74084.44578968834,64
42,65602.20522093169,20
52,29935.56131174277,98
58,23868.24055062222,4
47,63910.18300314913,18
34,38858.85664568448,51
66,40784.07078324846,68
37,,20
65,84044.77560831347,9
42,44985.95945927403,80
39,59104.79384775653,26
30,58515.06668031279,25
36,56715.91790606966,68
66,60811.969523125976,41
53,75129.97855680312,59
29,46521.51306540809,45
58,29494.44930967867,41
36,93800.1986720752,38
29,81788.438489801,19
26,37927.242575012046,14
24,62712.64017551907,21
45,80214.0432917222,15
31,74980.87889052078,3
48,69240.2661985857,37
69,56595.462168165126,46
36,94546.07850123916,371
64,64417.1774491892,14
33,49700.81481358619,9
22,77421.51457691191,7
52,61921.17283902841,14
29,66995.95454507245,6
42,64062.98403182415,85
69,69935.5114753382,15
38,40430.87493201586,52
53,30977.872256599836,72
40,88682.65446467168,34
33,64991.691235783386,1
56,,96
62,24804.81559644748,69
59,81333.66217429006,94
56,49570.287092884646,86
31,43875.63666381911,20
48,58732.53664736027,80
22,40440.39578914951,7
52,59965.36603548786,7
40,57273.23305971027,50
46,81207.91810467765,2
60,90266.8900427894,47
28,89630.31585683167,14
35,14709.700412077676,31
64,41296.6634031343,50
29,14502.264723552755,61
26,36129.154511299384,41
27,47009.63578192337,14
61,68211.23230453888,5
34,49601.335310149196,75
55,50158.59858102708,5
24,63635.29366399526,64
63,25813.807095843782,431
30,43228.136940722725,75
57,49928.867483652546,5
59,55951.960227373114,96
26,61539.079804510904,36
67,90012.99579466083,79
44,78166.72322162188,19
19,44613.799510161305,64
22,54773.418810970645,22
46,53411.21725815753,34
54,49716.94966958513,56
55,65450.3165164182,17
36,22804.408940581838,76
25,77614.28776012968,89
65,93871.01581430712,56
62,54603.189186563664,17
18,54212.711497643424,74
39,63140.88494417343,92
69,80387.7195392042,82
34,53514.125663655155,18
24,78678.90332203473,45
42,69769.89344906485,96
62,107232.22888009381,78
21,53426.75969675408,56
53,20479.991045583323,80
23,31341.21758628972,50
48,60238.56474800314,58
36,80557.64188041503,18
61,46949.81719158552,80
56,55381.3510024934,81
44,73696.8547466315,7
27,40695.347982430845,76
43,47774.61201610364,98
36,36645.466247794786,10
56,83564.56185765124,69
20,90833.45623592734,431
62,28411.700210138795,3
30,57156.29002023554,83
67,88145.1795012989,44
45,67973.90367244475,99
37,50215.21534001811,70
45,29076.757607782023,14
25,83058.89103645728,4
58,67210.30429888995,18
56,30540.27224516489,93
18,83797.82107749982,99
20,27991.928764842603,52
30,55590.27691665177,38
45,54707.705932557416,80
66,92367.62657695671,20
42,54779.076162396945,88
50,54707.1462739855,99
55,,44
23,47192.046418827886,51
61,43654.09078238715,19
62,44695.55267990615,68
49,60125.690497837466,97
62,11316.472283148149,66
64,29795.395091662045,13
38,57779.6225278569,62
33,62425.09366207863,61
38,55331.34402712209,30
28,59184.11020430078,98
54,51817.66772689497,30
53,59629.90793540674,51
52,68682.84440524432,88
36,68542.67457375322,48
37,46220.83177083009,33
35,78301.894791659,74
64,63142.17389006639,82
58,84644.27912679539,19
66,88657.44862534164,71
31,31145.465572535082,57
32,42819.449222625815,19
48,76270.96079941101,88
18,26702.15159742105,79
20,88403.53925386746,41
33,53122.356103746744,42
40,71500.66070218036,87
28,57672.18674278447,52
29,32152.209444326258,4
27,,4
49,115014.4606107466,5
33,49699.83447288616,41
25,,87
55,7018.009134658809,61
29,87030.05806912242,75
41,78235.30645684006,55
45,25332.32275890172,75
25,18702.29075906227,13
45,21015.374336694695,14
53,72903.38250745636,60
43,74899.82839228165,72
25,41533.32111262424,25
67,69985.20062765597,82
45,63177.54241982305,44
45,52654.605862915625,82
54,79403.936533706,10
58,35901.287975439234,71
53,82950.7842718779,50
44,45429.56891971295,44
34,95630.73363934089,14
26,39893.87953037067,15
50,52968.55842799746,16
37,61171.742750847065,2
30,61046.37095644967,30
45,69816.57001236192,30
65,34286.35163506646,82
46,59253.7518350673,31
30,62762.63412805442,77
63,49445.23551943747,20
52,68081.17234918835,49
23,33072.60173024438,35
35,53470.92221898633,23
68,44936.31751192668,97
22,53531.38140901962,99
64,88940.70919842407,61
42,89329.114523148,84
19,85408.3292116244,55
27,50754.85439838297,67
47,78152.36553600414,8
67,62247.24253851608,40
62,60911.79407006017,59
22,58452.77304761662,32
50,95168.3571475825,93
18,87316.77211112928,7
35,74897.92836894195,2
49,56593.980689787466,85
64,60791.21516509124,6
66,70611.33209075469,92
28,49567.82176291956,36
38,78766.31431929008,32
43,41575.09777114187,45
42,67836.87375994811,42
39,14205.689004147403,53
44,48987.6294679574,9
66,101553.54265838888,75
30,80723.82988783822,87
50,90709.36899869048,75
51,46653.84665291236,49
58,62075.456736008724,290
52,85639.8450618861,67
18,72661.89869410754,11
38,70171.31754716639,50
65,92611.63940660126,35
23,39190.90068772144,15
45,56315.23921108994,75
34,24918.28874661291,31
22,38097.87896128798,92
48,81483.70784357942,62
22,41653.01467615753,28
55,74710.48508250195,96
20,93169.70083936161,25
40,56441.23650016123,84
54,70397.26879599625,92
54,74866.2425908584,25
27,35570.09873866869,75
27,47670.95309397906,83
36,39926.77576656395,92
34,49265.53779833943,1
38,74322.213961622,59
31,48096.06538115417,69
26,59296.93546136366,74
63,39150.767661375285,42
18,84528.44329067404,34
68,49097.80019553326,66
62,90459.61103819909,18
30,61218.581876987206,77
21,31860.008440738413,5
18,56579.46506908751,20
66,38744.46345067671,66
57,71786.98754756305,75
49,54772.74435346267,62
51,63264.205100547086,94
45,52612.93779906874,96
48,48893.153922733494,32
25,40527.55980768746,58
56,76724.45873643059,50
43,56536.93796400604,38
51,53706.18212603232,55
20,56035.722031156794,28
67,46422.76413028451,74
29,53772.971464479495,86
18,64112.59629386975,81
61,,22
22,42212.960138415845,43
47,87565.68187245348,83
47,52744.869344008875,81
34,48968.7838215198,88
65,33122.56788881449,36
64,77013.55274948478,96
40,38881.48372978313,52
32,59694.14678077084,36
54,25836.298613668187,28
38,76363.45600728234,78
31,83537.12487237161,58
19,69690.4069095603,36
28,29310.397371894065,70
68,76775.24287818461,9
56,43453.02000719294,21
55,36580.562425567754,64
51,52330.77908484693,76
55,51932.64653307021,61
67,49899.026976394205,94
51,85473.48495809388,95
35,100236.51992885253,40
47,32617.26925301071,56
32,46223.3521135082,4
44,62854.96672089913,31
68,52225.67018125545,27
51,67987.97498557033,58
69,78319.7071189159,25
55,,69
50,72194.67135699664,70
41,93181.91041839446,5
32,28221.05434167781,91
47,89602.1758390923,8
59,51740.16731820512,9
68,75702.50441351254,15
34,39406.675434411125,7
22,41830.07216213444,96
46,73242.34582964054,72
21,21425.399545003085,15
27,79788.84156576626,37
34,85199.27004683176,83
27,63555.6970765792,39
34,62835.22071157114,6
37,43327.27710183096,83
41,73488.98804807337,57
22,66953.30492814851,92
51,41569.89207952354,81
23,52170.40099823616,19
19,56813.29150608393,63
30,,31
60,32741.771733000503,75
60,73980.40617167791,79
65,55129.79088196211,10
28,,87
68,48434.668252051466,67
64,69505.4294794398,62
40,63973.92368762806,3
33,84255.68778260837,18
48,69611.9742587797,25
28,55946.31196325778,20
33,45205.663649948794,58
25,77319.0536783329,93
21,,86
57,56565.648668075584,50
21,56560.56787414651,79
42,51967.84578685741,10
20,56909.22011540261,21
49,98524.15125465154,29
20,39043.55891744616,96
44,43709.9157847678,10
46,87686.488363085,13
49,52503.91231009857,47
67,50987.5743185021,23
68,80697.27713546867,50
36,31596.087654364976,87
38,76429.08858506811,95
22,60912.32858643088,4
35,69296.04261663955,67
45,68920.61910504251,85
59,47440.34827034724,53
39,81023.67560299813,2
38,48997.24577043862,68
23,68176.98037997483,65
18,84754.48971058273,79
22,87578.03399692939,57
58,54657.473281186154,97
29,69262.70548482021,70
43,52810.22419592761,7
63,110075.92454537548,19
51,75602.52011747636,44
66,61681.16871673871,63
31,66251.24346915486,65
43,68142.10830892135,39
62,68734.87081566964,83
44,55200.03564706886,26
26,52113.454015296506,44
43,56962.932765470134,12
64,37206.16589905585,22
39,74365.4881394892,77
64,43965.899147020544,92
47,38800.99842030567,14
60,59712.91066871703,86
65,57397.54740620226,30
34,64992.68951577977,44
43,48635.89261207181,84
53,52149.14883538053,91
18,73842.39010176982,38
25,72624.34400990387,59
66,71790.50092353356,42
52,60679.352247029645,52
69,63378.452466645496,63
32,64608.77775421007,61
64,46879.16520382047,34
39,89480.93200292203,39
31,86631.760649754,41
43,75884.91182001935,37
45,51482.768271968045,65
40,70782.88235900301,79
31,79567.39875539544,32
41,35536.06196557713,8
19,93890.23523396994,97
62,25212.247776884098,18
43,74092.1163941815,45
31,89065.64612504939,93
68,57738.73071945938,96
24,56990.71200353853,33
20,73353.21585293846,5
64,97037.63783867744,82
40,54378.64724117268,74
63,44380.89616268111,36
60,51524.490887840155,97
64,28949.720154275594,23
62,77955.15797430312,40
35,49718.33894572281,5
55,55833.21691868889,34
52,78192.42262838013,24
68,52461.79351180302,17
32,75181.80790776794,95
42,39238.22992367426,71
54,79174.38856647996,81
45,66838.10042530941,92
27,58228.41938360663,22
56,62617.86975887592,15
34,34264.774106945275,15
56,62160.0148789394,25
39,57166.60429286792,53
43,34811.34779124873,21
61,46578.491461869125,66
42,57415.094840949634,91
34,47854.15630104317,32
30,11757.721898991658,21
37,81527.75079217732,68
42,57158.202498206694,44
21,14520.995815269096,83
27,102699.2587935879,66
20,84827.84662626378,90
58,53020.358978633296,98
62,43150.05017266598,14
35,68063.82421521044,15
64,64046.536297682826,20
53,70841.79849600747,34
64,43207.594534899035,36
39,81955.44041943266,83
51,50530.757536489014,9
64,73615.31497311134,71
25,44061.21479085952,30
57,112962.87971506972,77
66,73910.46697930517,91
61,117684.64553147292,63
36,76552.03952652092,35
59,48770.71286262632,13
58,76587.61587178393,79
54,78011.55636386434,46
23,67466.48288995525,56
69,72607.84944064113,9
43,75234.5425881535,87
51,40126.37978468517,36
62,38702.831905400955,3
23,,98
54,62550.84788741021,19
50,55536.57657053159,28
39,40488.58868154103,23
38,75506.28421039294,7
23,65660.89640272959,76
23,,14
65,54840.21389652129,46
21,52435.43795268854,15
47,43173.37676382047,67
28,78674.80585074675,15
47,45930.14236693627,51
48,64187.809333856334,88
41,93240.20792544066,8
26,53354.84510621299,69
20,79214.0428143839,62
68,71374.18032071347,51
48,66229.35126522108,63
57,68606.96883809505,68
54,58101.86861458139,78
53,60695.51937586881,16
41,49037.721035485505,84
48,60829.142422681776,24
23,48295.48008433006,6
19,80113.10186153195,57
37,26010.05142643112,31
45,69621.06582250964,6
28,66731.7340284456,99
21,64920.31928352067,79
32,80489.97897730973,29
23,54277.52819914105,67
66,65108.676891441,75
47,25669.16223627094,3
55,51693.662357295536,28
68,77114.72862350449,74
19,33216.76528927036,97
32,63194.8673410149,48
28,46449.65856232405,80
25,57780.2605645653,10
43,47646.45022476806,33
68,35056.08791413139,67
62,67720.06629919601,69
61,59008.064759505076,12
22,72252.58239374399,57
23,75888.75815997722,44
43,84505.1747417803,13
21,62669.734908853294,24
36,85372.42049206416,44
37,40484.50985218091,57
50,78179.19658456263,96
37,69187.80832655707,16
66,64661.853050295744,96
29,68894.64468326235,21
64,40785.222433290764,76
18,36065.06380149955,51
43,94196.56372153998,21
31,56625.5564360546,60
55,56340.13156386599,51
54,37953.81051517416,21
28,30364.43389006326,6
53,58233.62242375436,73
30,53168.24156982544,65
60,60034.68713484902,76
20,61743.0788076435,58
50,109789.22162521388,78
23,53228.400385220906,6
67,91598.80215886893,65
27,92840.48430089891,86
22,75072.48570543969,34
40,55297.47334901777,56
27,32770.55327734542,75
61,69558.87754667814,3
19,80376.24159401888,42
30,94953.7492856597,62
57,41000.840915064364,6
19,55129.47221629466,6
37,41122.70819154306,63
18,47330.44015126155,20
54,73287.75068471255,21
26,46413.904612685285,2
34,43514.576453659814,90
26,75939.9172744455,95
28,69014.77580087094,90
32,67000.22395870349,56
41,46942.252836018684,96
55,85860.46556429403,10
52,60289.80394639582,87
47,107603.80277509539,70
48,63223.32338940089,23
66,13333.043163056798,92
22,12442.489304462622,30
61,72478.99883690938,257
67,86009.88304661612,37
31,44323.43740152301,55
28,102019.57545554303,96
26,,49
51,64210.935268822956,34
29,70789.07884712263,44
52,77890.60434777034,22
52,,31
18,73642.71933491163,7
57,63758.63304542298,21
39,73446.02395173298,16
46,70747.20562898452,20
25,78488.20374549988,43
28,28599.534138409268,44
58,66317.06899894911,47
54,69208.81015159472,254
31,58543.05665895656,48
47,75683.32888435117,96
52,98423.35241138082,79
38,62764.34262208881,69
54,73834.4216141538,11
22,92125.29520903106,79
36,63231.29011883711,29
31,42230.735952823816,45
43,72315.57698175848,68
21,15966.67726403848,36
42,14032.659240746398,48
62,66660.24094232515,87
59,13100.592338362672,15
42,33696.64515143618,44
35,52398.02872979355,67
57,45571.673005082266,96
25,57043.86992905765,74
56,82257.40281536993,40
57,64769.61622727862,86
31,43213.591964410814,14
49,87088.82145568552,63
68,31422.855269116182,81
55,64437.67017544199,85
50,29198.28049976591,51
40,65046.35811461079,79
32,53627.45192214805,58
50,81644.75823052735,15
42,74413.78942388459,65
34,48257.213360166745,88
50,44421.20718367517,55
64,53698.06533935781,76
19,97511.42920068679,10
31,92381.36962216161,42
57,40634.63629262699,95
57,76004.50676002697,11
